sample_id,best_cost,random,seed,encode_deterministic,encoded_z,alpha,pred_cost,mean_cost,true_mean_cost,important_dim,unit_coefficients
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.319438099861145, 0.09957305341959, -2.083855152130127, -1.596553921699524, 1.2988654375076294, 0.42300945520401, -0.5977423191070557, -0.8397194743156433, -0.1547989547252655, 0.021879732608795166, -0.28653115034103394, -1.313248872756958, 1.4143593311309814, -1.5274240970611572, 2.4057679176330566, 1.9593185186386108, 2.3575358390808105, 1.782321810722351, -0.2968161106109619, -0.9108302593231201, -0.7576810121536255, -2.499783992767334, 0.05311506986618042, -0.007869228720664978, 0.08105093240737915, 1.1681468486785889, -1.9919476509094238, -0.7417906522750854, 1.7471792697906494, 1.0656112432479858, -1.6517601013183594, 0.35138872265815735, -1.2260725498199463, 1.2491497993469238, 1.4569940567016602, 0.6884688138961792, -1.165442705154419, -1.629188895225525, 0.841187596321106, 1.3195701837539673, 1.7593648433685303, 0.8819164037704468, 3.1885323524475098, 2.171539545059204, 1.8984273672103882, 2.0193586349487305, -0.3183852434158325, 1.3773865699768066, 1.409727692604065, -1.2066863775253296, 1.5300689935684204, -0.6900907754898071, -1.0385805368423462, -0.2668038308620453, 0.35773852467536926, 0.9999830722808838, 0.5184398293495178, -0.7956739068031311, 0.7203720808029175, -0.567040741443634, 0.29067662358283997, 1.2582217454910278, -3.246971607208252, -1.147981882095337]",[5.0],[14.538246154785156],5.395099516125033,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.319438099861145, 0.09957305341959, -2.083855152130127, -1.596553921699524, 1.2988654375076294, 0.42300945520401, -0.5977423191070557, -0.8397194743156433, -0.1547989547252655, 0.021879732608795166, -0.28653115034103394, -1.313248872756958, 1.4143593311309814, -1.5274240970611572, 2.4057679176330566, 1.9593185186386108, 2.3575358390808105, 1.782321810722351, -0.2968161106109619, -0.9108302593231201, -0.7576810121536255, -2.499783992767334, 0.05311506986618042, -0.007869228720664978, 0.08105093240737915, 1.1681468486785889, -1.9919476509094238, -0.7417906522750854, 1.7471792697906494, 1.0656112432479858, -1.6517601013183594, 0.35138872265815735, -1.2260725498199463, 1.2491497993469238, 1.4569940567016602, 0.6884688138961792, -1.165442705154419, -1.629188895225525, 0.841187596321106, 1.3195701837539673, 1.7593648433685303, 0.8819164037704468, 3.1885323524475098, 2.171539545059204, 1.8984273672103882, 2.0193586349487305, -0.3183852434158325, 1.3773865699768066, 1.409727692604065, -1.2066863775253296, 1.5300689935684204, -0.6900907754898071, -1.0385805368423462, -0.2668038308620453, 0.35773852467536926, 0.9999830722808838, 0.5184398293495178, -0.7956739068031311, 0.7203720808029175, -0.567040741443634, 0.29067662358283997, 1.2582217454910278, -3.246971607208252, -1.147981882095337]",[6.0],[15.192805290222168],9.038206223834912,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.319438099861145, 0.09957305341959, -2.083855152130127, -1.596553921699524, 1.2988654375076294, 0.42300945520401, -0.5977423191070557, -0.8397194743156433, -0.1547989547252655, 0.021879732608795166, -0.28653115034103394, -1.313248872756958, 1.4143593311309814, -1.5274240970611572, 2.4057679176330566, 1.9593185186386108, 2.3575358390808105, 1.782321810722351, -0.2968161106109619, -0.9108302593231201, -0.7576810121536255, -2.499783992767334, 0.05311506986618042, -0.007869228720664978, 0.08105093240737915, 1.1681468486785889, -1.9919476509094238, -0.7417906522750854, 1.7471792697906494, 1.0656112432479858, -1.6517601013183594, 0.35138872265815735, -1.2260725498199463, 1.2491497993469238, 1.4569940567016602, 0.6884688138961792, -1.165442705154419, -1.629188895225525, 0.841187596321106, 1.3195701837539673, 1.7593648433685303, 0.8819164037704468, 3.1885323524475098, 2.171539545059204, 1.8984273672103882, 2.0193586349487305, -0.3183852434158325, 1.3773865699768066, 1.409727692604065, -1.2066863775253296, 1.5300689935684204, -0.6900907754898071, -1.0385805368423462, -0.2668038308620453, 0.35773852467536926, 0.9999830722808838, 0.5184398293495178, -0.7956739068031311, 0.7203720808029175, -0.567040741443634, 0.29067662358283997, 1.2582217454910278, -3.246971607208252, -1.147981882095337]","[7.0, 8.0]","[15.847365379333496, 16.501924514770508]",9.69660860803771,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.319438099861145, 0.09957305341959, -2.083855152130127, -1.596553921699524, 1.2988654375076294, 0.42300945520401, -0.5977423191070557, -0.8397194743156433, -0.1547989547252655, 0.021879732608795166, -0.28653115034103394, -1.313248872756958, 1.4143593311309814, -1.5274240970611572, 2.4057679176330566, 1.9593185186386108, 2.3575358390808105, 1.782321810722351, -0.2968161106109619, -0.9108302593231201, -0.7576810121536255, -2.499783992767334, 0.05311506986618042, -0.007869228720664978, 0.08105093240737915, 1.1681468486785889, -1.9919476509094238, -0.7417906522750854, 1.7471792697906494, 1.0656112432479858, -1.6517601013183594, 0.35138872265815735, -1.2260725498199463, 1.2491497993469238, 1.4569940567016602, 0.6884688138961792, -1.165442705154419, -1.629188895225525, 0.841187596321106, 1.3195701837539673, 1.7593648433685303, 0.8819164037704468, 3.1885323524475098, 2.171539545059204, 1.8984273672103882, 2.0193586349487305, -0.3183852434158325, 1.3773865699768066, 1.409727692604065, -1.2066863775253296, 1.5300689935684204, -0.6900907754898071, -1.0385805368423462, -0.2668038308620453, 0.35773852467536926, 0.9999830722808838, 0.5184398293495178, -0.7956739068031311, 0.7203720808029175, -0.567040741443634, 0.29067662358283997, 1.2582217454910278, -3.246971607208252, -1.147981882095337]",[9.0],[17.156482696533203],8.995501942369822,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.319438099861145, 0.09957305341959, -2.083855152130127, -1.596553921699524, 1.2988654375076294, 0.42300945520401, -0.5977423191070557, -0.8397194743156433, -0.1547989547252655, 0.021879732608795166, -0.28653115034103394, -1.313248872756958, 1.4143593311309814, -1.5274240970611572, 2.4057679176330566, 1.9593185186386108, 2.3575358390808105, 1.782321810722351, -0.2968161106109619, -0.9108302593231201, -0.7576810121536255, -2.499783992767334, 0.05311506986618042, -0.007869228720664978, 0.08105093240737915, 1.1681468486785889, -1.9919476509094238, -0.7417906522750854, 1.7471792697906494, 1.0656112432479858, -1.6517601013183594, 0.35138872265815735, -1.2260725498199463, 1.2491497993469238, 1.4569940567016602, 0.6884688138961792, -1.165442705154419, -1.629188895225525, 0.841187596321106, 1.3195701837539673, 1.7593648433685303, 0.8819164037704468, 3.1885323524475098, 2.171539545059204, 1.8984273672103882, 2.0193586349487305, -0.3183852434158325, 1.3773865699768066, 1.409727692604065, -1.2066863775253296, 1.5300689935684204, -0.6900907754898071, -1.0385805368423462, -0.2668038308620453, 0.35773852467536926, 0.9999830722808838, 0.5184398293495178, -0.7956739068031311, 0.7203720808029175, -0.567040741443634, 0.29067662358283997, 1.2582217454910278, -3.246971607208252, -1.147981882095337]",[10.0],[17.81104278564453],9.14806949927724,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[0.0],[12.636058807373047],9.701479684011241,10.513648669041254,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[1.0],[13.290617942810059],9.710811263107127,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[2.0],[13.94517707824707],9.058845591948268,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[3.0],[14.599736213684082],10.330876744615844,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[4.0],[15.254295349121094],9.845916954966212,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[5.0],[15.908854484558105],9.9726075259207,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[6.0],[16.563413619995117],9.446585538608346,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[7.0],[17.217973709106445],8.794837823543585,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[8.0],[17.87253189086914],9.376261847916325,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[9.0],[18.52709197998047],9.60829114592804,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.4441032409667969, -0.1608295440673828, -1.9922757148742676, -1.6019648313522339, 1.1913721561431885, -0.05495502054691315, -0.29560425877571106, -0.5237301588058472, 0.07657606899738312, -0.5876281261444092, -0.5063571929931641, -1.6674439907073975, 1.1730765104293823, -0.1200718879699707, 2.433077812194824, 2.1930863857269287, 2.713380813598633, 2.021416187286377, -1.3326650857925415, 0.13729089498519897, -1.3813245296478271, -3.070148468017578, -1.3946826457977295, -0.3648722767829895, 1.1233365535736084, 0.3561968207359314, -1.7623008489608765, -1.0408005714416504, 1.7845354080200195, 0.6740412712097168, -2.0622518062591553, 0.42101338505744934, -0.8698301911354065, 1.2891769409179688, 1.208561897277832, -0.2545349895954132, -1.4789211750030518, -1.8712434768676758, 1.3930912017822266, 1.4805200099945068, 2.0258491039276123, 1.0634071826934814, 3.2617111206054688, 2.0391640663146973, 1.3254114389419556, 1.809741497039795, -0.6687974333763123, 1.5683544874191284, 0.7960032224655151, -0.19197922945022583, 1.9738531112670898, -1.1241590976715088, -1.615837574005127, 0.3691365718841553, 0.21979188919067383, 1.2512532472610474, 0.6379100680351257, -0.9891854524612427, 0.532341480255127, -0.6014643907546997, 0.2732011675834656, 0.6960097551345825, -2.193113327026367, -1.5274934768676758]",[10.0],[19.181652069091797],9.640603652565762,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,true,,[0.0],[10.874382972717285],9.439833312512496,10.513648669041254,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,true,,"[1.0, 2.0]","[11.528942108154297, 12.183502197265625]",9.699073814121551,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,true,,[3.0],[12.83806037902832],9.110471193650701,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,true,,[4.0],[13.492620468139648],9.10401565230335,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,true,,[5.0],[14.14717960357666],9.892975519351971,,"43,42,15,39,17,40,38",true
